Timestamp,Temperature (in Celsius),Pressure (in MPa)
16:25:46,46.31,0.114
16:25:47,46.38,0.114
16:25:47,46.44,0.115
16:25:48,46.50,0.114
16:25:48,46.56,0.118
16:25:48,46.63,0.114
16:25:49,46.63,0.115
16:25:49,46.69,0.115
16:25:50,46.75,0.116
16:25:50,46.81,0.114
16:25:51,46.81,0.118
16:25:51,46.88,0.116
16:25:52,46.94,0.115
16:25:52,46.94,0.112
16:25:53,47.00,0.115
16:25:53,47.06,0.115
16:25:54,47.06,0.116
16:25:54,47.13,0.115
16:25:55,47.19,0.116
16:25:55,47.25,0.116
16:25:56,47.31,0.115
16:25:56,47.31,0.115
16:25:57,47.38,0.119
16:25:57,47.44,0.116
16:25:58,47.44,0.113
16:25:58,47.50,0.116
16:25:59,47.56,0.116
16:25:59,47.56,0.116
16:26:00,47.69,0.120
16:26:00,47.69,0.119
16:26:01,47.75,0.114
16:26:01,47.81,0.116
16:26:02,47.88,0.118
16:26:02,47.94,0.119
16:26:03,47.94,0.118
16:26:03,48.00,0.118
16:26:03,48.06,0.121
16:26:04,48.13,0.116
16:26:04,48.13,0.119
16:26:05,48.25,0.118
16:26:05,48.25,0.120
16:26:06,48.31,0.119
16:26:06,48.38,0.122
16:26:07,48.44,0.119
16:26:07,48.44,0.119
16:26:08,48.50,0.122
16:26:08,48.56,0.119
16:26:09,48.63,0.121
16:26:09,48.69,0.121
16:26:10,48.75,0.118
16:26:10,48.81,0.121
16:26:11,48.81,0.119
16:26:11,48.94,0.117
16:26:12,48.94,0.120
16:26:12,49.00,0.119
16:26:13,49.06,0.121
16:26:13,49.13,0.118
16:26:14,49.19,0.119
16:26:14,49.19,0.120
16:26:15,49.25,0.123
16:26:15,49.31,0.119
16:26:16,49.38,0.121
16:26:16,49.38,0.119
16:26:17,49.44,0.123
16:26:17,49.50,0.118
16:26:18,49.56,0.125
16:26:18,49.63,0.123
16:26:18,49.69,0.121
16:26:19,49.75,0.118
16:26:19,49.81,0.121
16:26:20,49.88,0.121
16:26:20,49.88,0.121
16:26:21,49.94,0.121
16:26:21,50.00,0.120
16:26:22,50.06,0.123
16:26:22,50.06,0.123
16:26:23,50.19,0.120
16:26:23,50.19,0.118
16:26:24,50.25,0.120
16:26:24,50.31,0.120
16:26:25,50.38,0.125
16:26:25,50.44,0.122
16:26:26,50.50,0.122
16:26:26,50.56,0.122
16:26:27,50.63,0.121
16:26:27,50.69,0.124
16:26:28,50.75,0.123
16:26:28,50.75,0.121
16:26:29,50.81,0.123
16:26:29,50.88,0.122
16:26:30,50.94,0.123
16:26:30,51.00,0.123
16:26:31,51.06,0.126
16:26:31,51.13,0.123
16:26:32,51.19,0.123
16:26:32,51.25,0.123
16:26:33,51.25,0.126
16:26:33,51.31,0.124
16:26:34,51.38,0.123
16:26:34,51.44,0.124
16:26:35,51.50,0.127
16:26:35,51.56,0.123
16:26:35,51.63,0.123
16:26:36,51.69,0.124
16:26:36,51.75,0.125
16:26:37,51.81,0.124
16:26:37,51.88,0.122
16:26:38,51.94,0.127
16:26:38,52.00,0.124
16:26:39,52.06,0.125
16:26:39,52.13,0.128
16:26:40,52.19,0.125
16:26:40,52.19,0.123
16:26:41,52.31,0.126
16:26:41,52.38,0.125
16:26:42,52.44,0.125
16:26:42,52.44,0.125
16:26:43,52.50,0.127
16:26:43,52.56,0.123
16:26:44,52.63,0.126
16:26:44,52.69,0.127
16:26:45,52.75,0.128
16:26:45,52.75,0.126
16:26:46,52.81,0.125
16:26:46,52.94,0.125
16:26:47,53.00,0.121
16:26:47,53.00,0.127
16:26:48,53.13,0.126
16:26:48,53.19,0.127
16:26:49,53.25,0.126
16:26:49,53.25,0.125
16:26:50,53.38,0.126
16:26:50,53.38,0.129
16:26:51,53.44,0.131
16:26:51,53.50,0.129
16:26:52,53.56,0.129
16:26:52,53.69,0.127
16:26:52,53.69,0.127
16:26:53,53.75,0.126
16:26:53,53.81,0.131
16:26:54,53.88,0.126
16:26:54,53.94,0.129
16:26:55,54.00,0.131
16:26:55,54.13,0.127
16:26:56,54.13,0.127
16:26:56,54.25,0.127
16:26:57,54.25,0.129
16:26:57,54.31,0.128
16:26:58,54.38,0.129
16:26:58,54.44,0.129
16:26:59,54.50,0.129
16:26:59,54.56,0.128
16:27:00,54.63,0.129
16:27:00,54.69,0.127
16:27:01,54.75,0.129
16:27:01,54.88,0.131
16:27:02,54.88,0.130
16:27:02,54.94,0.129
16:27:03,55.06,0.130
16:27:03,55.13,0.127
16:27:04,55.19,0.128
16:27:04,55.25,0.130
16:27:05,55.31,0.131
16:27:05,55.38,0.130
16:27:06,55.44,0.126
16:27:06,55.50,0.131
16:27:07,55.56,0.130
16:27:07,55.63,0.128
16:27:08,55.69,0.126
16:27:08,55.75,0.131
16:27:09,55.81,0.133
16:27:09,55.94,0.131
16:27:09,56.00,0.132
16:27:10,56.00,0.132
16:27:10,56.13,0.131
16:27:11,56.19,0.126
16:27:11,56.19,0.129
16:27:12,56.31,0.131
16:27:12,56.38,0.130
16:27:13,56.44,0.133
16:27:13,56.50,0.131
16:27:14,56.56,0.130
16:27:14,56.63,0.132
16:27:15,56.75,0.130
16:27:15,56.75,0.132
16:27:16,56.81,0.131
16:27:16,56.88,0.133
16:27:17,57.00,0.133
16:27:17,57.06,0.133
16:27:18,57.13,0.133
16:27:18,57.19,0.132
16:27:19,57.25,0.132
16:27:19,57.31,0.133
16:27:20,57.38,0.130
16:27:20,57.44,0.133
16:27:21,57.56,0.133
16:27:21,57.56,0.132
16:27:22,57.69,0.130
16:27:22,57.75,0.133
16:27:23,57.81,0.135
16:27:23,57.88,0.134
16:27:24,57.94,0.135
16:27:24,58.00,0.135
16:27:25,58.06,0.135
16:27:25,58.13,0.137
16:27:26,58.19,0.135
16:27:26,58.25,0.138
16:27:27,58.38,0.137
16:27:27,58.44,0.135
16:27:28,58.50,0.139
16:27:28,58.56,0.135
16:27:28,58.63,0.137
16:27:29,58.69,0.139
16:27:29,58.81,0.137
16:27:30,58.88,0.139
16:27:30,58.94,0.138
16:27:31,59.00,0.135
16:27:31,59.06,0.135
16:27:32,59.19,0.137
16:27:32,59.25,0.136
16:27:33,59.31,0.134
16:27:33,59.38,0.136
16:27:34,59.50,0.137
16:27:34,59.56,0.133
16:27:35,59.63,0.138
16:27:35,59.69,0.137
16:27:36,59.75,0.136
16:27:36,59.81,0.137
16:27:37,59.94,0.134
16:27:37,60.00,0.139
16:27:38,60.13,0.136
16:27:38,60.13,0.137
16:27:39,60.25,0.137
16:27:39,60.38,0.141
16:27:40,60.38,0.136
16:27:40,60.50,0.138
16:27:41,60.56,0.137
16:27:41,60.63,0.137
16:27:42,60.69,0.138
16:27:42,60.75,0.136
16:27:43,60.81,0.136
16:27:43,60.94,0.136
16:27:44,61.00,0.139
16:27:44,61.06,0.137
16:27:45,61.13,0.134
16:27:45,61.25,0.141
16:27:46,61.31,0.139
16:27:46,61.38,0.136
16:27:47,61.50,0.137
16:27:47,61.56,0.139
16:27:48,61.63,0.137
16:27:48,61.75,0.141
16:27:49,61.81,0.139
16:27:49,61.88,0.136
16:27:49,62.00,0.143
16:27:50,62.06,0.141
16:27:50,62.13,0.141
16:27:51,62.25,0.139
16:27:51,62.25,0.141
16:27:52,62.38,0.140
16:27:52,62.44,0.141
16:27:53,62.50,0.145
16:27:53,62.56,0.138
16:27:54,62.69,0.140
16:27:54,62.75,0.141
16:27:55,62.81,0.141
16:27:55,62.88,0.142
16:27:56,63.00,0.141
16:27:56,63.13,0.141
16:27:57,63.13,0.141
16:27:57,63.25,0.143
16:27:58,63.31,0.143
16:27:58,63.38,0.143
16:27:59,63.50,0.140
16:27:59,63.56,0.141
16:28:00,63.63,0.142
16:28:00,63.75,0.144
16:28:01,63.88,0.142
16:28:01,63.94,0.145
16:28:02,64.00,0.145
16:28:02,64.12,0.146
16:28:03,64.19,0.146
16:28:03,64.25,0.147
16:28:04,64.37,0.143
16:28:04,64.44,0.146
16:28:05,64.50,0.147
16:28:05,64.62,0.144
16:28:06,64.69,0.148
16:28:06,64.69,0.145
16:28:07,64.87,0.147
16:28:07,64.94,0.142
16:28:08,65.00,0.146
16:28:08,65.06,0.147
16:28:09,65.12,0.146
16:28:09,65.19,0.147
16:28:10,65.31,0.146
16:28:10,65.37,0.144
16:28:11,65.50,0.147
16:28:11,65.56,0.149
16:28:12,65.62,0.149
16:28:12,65.75,0.150
16:28:12,65.81,0.149
16:28:13,65.94,0.150
16:28:13,66.00,0.146
16:28:14,66.06,0.147
16:28:14,66.19,0.147
16:28:15,66.25,0.147
16:28:15,66.37,0.151
16:28:16,66.44,0.148
16:28:16,66.50,0.146
16:28:17,66.62,0.146
16:28:17,66.69,0.146
16:28:18,66.75,0.151
16:28:18,66.81,0.146
16:28:19,66.94,0.150
16:28:19,67.00,0.150
16:28:20,67.06,0.151
16:28:20,67.19,0.152
16:28:21,67.25,0.146
16:28:21,67.31,0.150
16:28:22,67.37,0.151
16:28:22,67.44,0.152
16:28:23,67.56,0.149
16:28:23,67.62,0.150
16:28:24,67.75,0.152
16:28:24,67.81,0.151
16:28:25,67.87,0.150
16:28:25,68.00,0.150
16:28:26,68.06,0.149
16:28:26,68.12,0.152
16:28:27,68.25,0.152
16:28:27,68.31,0.150
16:28:28,68.37,0.152
16:28:28,68.44,0.154
16:28:29,68.56,0.152
16:28:29,68.62,0.152
16:28:30,68.69,0.150
16:28:30,68.81,0.152
16:28:31,68.87,0.154
16:28:31,68.94,0.152
16:28:32,69.06,0.153
16:28:32,69.12,0.153
16:28:33,69.25,0.155
16:28:33,69.31,0.152
16:28:34,69.44,0.153
16:28:34,69.44,0.151
16:28:35,69.56,0.152
16:28:35,69.62,0.156
16:28:36,69.69,0.151
16:28:36,69.81,0.152
16:28:37,69.94,0.153
16:28:37,70.00,0.154
16:28:38,70.12,0.156
16:28:38,70.19,0.155
16:28:39,70.25,0.155
16:28:39,70.31,0.156
16:28:39,70.44,0.155
16:28:40,70.50,0.152
16:28:40,70.56,0.156
16:28:41,70.69,0.156
16:28:41,70.75,0.156
16:28:42,70.81,0.158
16:28:42,70.87,0.157
16:28:43,71.00,0.153
16:28:43,71.06,0.159
16:28:44,71.12,0.154
16:28:44,71.19,0.158
16:28:45,71.25,0.156
16:28:45,71.37,0.158
16:28:46,71.44,0.155
16:28:46,71.50,0.155
16:28:47,71.56,0.160
16:28:47,71.62,0.157
16:28:48,71.75,0.160
16:28:48,71.81,0.160
16:28:49,71.87,0.159
16:28:49,71.94,0.159
16:28:50,72.00,0.162
16:28:50,72.06,0.163
16:28:51,72.19,0.158
16:28:51,72.19,0.159
16:28:52,72.25,0.161
16:28:52,72.31,0.163
16:28:53,72.44,0.162
16:28:53,72.50,0.160
16:28:54,72.56,0.160
16:28:54,72.62,0.162
16:28:55,72.69,0.161
16:28:55,72.81,0.161
16:28:56,72.87,0.165
16:28:56,72.94,0.161
16:28:57,73.06,0.162
16:28:57,73.12,0.163
16:28:58,73.19,0.166
16:28:58,73.25,0.166
16:28:59,73.37,0.163
16:28:59,73.44,0.161
16:29:00,73.50,0.163
16:29:00,73.62,0.162
16:29:01,73.69,0.164
16:29:01,73.81,0.163
16:29:02,73.87,0.168
16:29:02,74.00,0.161
16:29:03,74.06,0.165
16:29:03,74.19,0.164
16:29:04,74.25,0.164
16:29:04,74.37,0.166
16:29:05,74.44,0.165
16:29:05,74.50,0.165
16:29:06,74.62,0.166
16:29:06,74.69,0.167
16:29:07,74.81,0.168
16:29:07,74.87,0.165
16:29:08,75.00,0.167
16:29:08,75.06,0.168
16:29:09,75.12,0.165
16:29:09,75.25,0.169
16:29:10,75.31,0.165
16:29:10,75.44,0.169
16:29:11,75.50,0.169
16:29:11,75.56,0.167
16:29:12,75.62,0.170
16:29:12,75.75,0.169
16:29:13,75.81,0.169
16:29:13,75.94,0.168
16:29:14,76.00,0.168
16:29:14,76.12,0.166
16:29:14,76.19,0.170
16:29:15,76.25,0.168
16:29:15,76.37,0.170
16:29:16,76.44,0.169
16:29:16,76.56,0.169
16:29:17,76.62,0.169
16:29:17,76.69,0.170
16:29:18,76.81,0.172
16:29:18,76.87,0.172
16:29:19,76.94,0.172
16:29:19,77.06,0.171
16:29:20,77.12,0.174
16:29:20,77.19,0.172
16:29:21,77.31,0.174
16:29:21,77.37,0.172
16:29:22,77.50,0.173
16:29:22,77.56,0.175
16:29:23,77.62,0.176
16:29:23,77.69,0.172
16:29:24,77.75,0.178
16:29:24,77.87,0.175
16:29:25,77.87,0.178
16:29:25,78.00,0.177
16:29:26,78.06,0.173
16:29:26,78.12,0.176
16:29:27,78.19,0.176
16:29:27,78.25,0.176
16:29:28,78.37,0.175
16:29:28,78.44,0.177
16:29:29,78.50,0.176
16:29:29,78.62,0.177
16:29:30,78.62,0.178
16:29:30,78.75,0.178
16:29:31,78.81,0.178
16:29:31,78.87,0.178
16:29:32,79.00,0.177
16:29:32,79.06,0.175
16:29:33,79.12,0.178
16:29:33,79.19,0.181
16:29:34,79.25,0.181
16:29:34,79.31,0.178
16:29:35,79.37,0.180
16:29:35,79.37,0.183
16:29:36,79.50,0.179
16:29:36,79.56,0.178
16:29:37,79.69,0.179
16:29:37,79.69,0.179
16:29:38,79.81,0.182
16:29:38,79.94,0.184
16:29:39,80.00,0.181
16:29:39,80.06,0.180
16:29:40,80.19,0.181
16:29:40,80.25,0.183
16:29:41,80.31,0.183
16:29:41,80.44,0.182
16:29:42,80.56,0.186
16:29:42,80.62,0.184
16:29:43,80.69,0.181
16:29:43,80.81,0.183
16:29:44,80.87,0.183
16:29:44,81.00,0.184
16:29:45,81.06,0.181
16:29:45,81.19,0.184
16:29:46,81.25,0.183
16:29:46,81.31,0.185
16:29:47,81.37,0.190
16:29:47,81.50,0.188
16:29:48,81.56,0.189
16:29:48,81.62,0.186
16:29:49,81.81,0.185
16:29:49,81.87,0.187
16:29:50,81.94,0.187
16:29:50,82.00,0.188
16:29:51,82.06,0.188
16:29:51,82.19,0.189
16:29:52,82.25,0.189
16:29:52,82.31,0.191
16:29:53,82.44,0.189
16:29:53,82.50,0.190
16:29:54,82.56,0.191
16:29:54,82.69,0.192
16:29:55,82.75,0.192
16:29:55,82.81,0.188
16:29:56,82.94,0.192
16:29:56,83.00,0.192
16:29:57,83.12,0.192
16:29:57,83.19,0.195
16:29:58,83.31,0.191
16:29:58,83.37,0.194
16:29:59,83.44,0.191
16:29:59,83.56,0.194
16:30:00,83.69,0.194
16:30:00,83.75,0.193
16:30:01,83.81,0.194
16:30:01,83.94,0.195
16:30:02,84.00,0.196
16:30:02,84.06,0.192
16:30:03,84.19,0.194
16:30:03,84.25,0.196
16:30:04,84.37,0.194
16:30:04,84.50,0.195
16:30:05,84.56,0.196
16:30:05,84.62,0.195
16:30:06,84.75,0.196
16:30:06,84.81,0.195
16:30:07,84.87,0.194
16:30:07,85.00,0.198
16:30:08,85.12,0.199
16:30:08,85.19,0.197
16:30:09,85.31,0.199
16:30:09,85.44,0.197
16:30:10,85.56,0.196
16:30:10,85.69,0.196
16:30:11,85.81,0.196
16:30:11,85.94,0.199
16:30:12,86.12,0.200
16:30:12,86.31,0.200
16:30:12,86.44,0.199
16:30:13,86.56,0.201
16:30:13,86.69,0.199
16:30:14,86.81,0.196
16:30:14,86.94,0.198
16:30:15,87.12,0.200
16:30:15,87.19,0.201
16:30:16,87.31,0.201
16:30:16,87.50,0.202
16:30:17,87.62,0.203
16:30:17,87.69,0.202
16:30:18,87.81,0.201
16:30:18,88.00,0.201
16:30:19,88.06,0.203
16:30:19,88.19,0.203
16:30:20,88.25,0.205
16:30:20,88.37,0.202
16:30:21,88.50,0.202
16:30:21,88.56,0.203
16:30:22,88.69,0.202
16:30:22,88.75,0.203
16:30:23,88.87,0.204
16:30:23,88.94,0.204
16:30:24,89.06,0.202
16:30:24,89.19,0.201
16:30:25,89.25,0.205
16:30:25,89.37,0.201
16:30:26,89.50,0.201
16:30:26,89.56,0.206
16:30:27,89.69,0.200
16:30:27,89.81,0.205
16:30:28,89.94,0.203
16:30:28,90.06,0.196
16:30:29,90.19,0.196
16:30:29,90.31,0.193
16:30:30,90.44,0.191
16:30:30,90.56,0.190
16:30:31,90.69,0.191
16:30:31,90.81,0.187
16:30:32,91.00,0.182
16:30:32,91.12,0.182
16:30:33,91.31,0.180
16:30:33,91.44,0.179
16:30:34,91.56,0.180
16:30:34,91.75,0.176
16:30:35,91.87,0.177
16:30:35,92.06,0.174
16:30:36,92.19,0.173
16:30:36,92.31,0.171
16:30:37,92.50,0.167
16:30:37,92.62,0.169
16:30:38,92.75,0.168
16:30:38,92.87,0.163
16:30:39,93.00,0.165
16:30:39,93.12,0.166
16:30:40,93.25,0.163
16:30:40,93.37,0.162
16:30:41,93.44,0.160
16:30:41,93.56,0.161
16:30:42,93.69,0.163
16:30:42,93.69,0.163
16:30:43,93.75,0.164
16:30:43,93.81,0.167
16:30:44,93.87,0.163
16:30:45,93.94,0.168
16:30:45,94.00,0.167
16:30:46,94.06,0.165
16:30:46,94.06,0.166
16:30:47,94.12,0.166
16:30:47,94.12,0.168
16:30:48,94.12,0.169
16:30:48,94.19,0.168
16:30:49,94.19,0.170
16:30:49,94.25,0.168
16:30:50,94.31,0.169
16:30:50,94.31,0.171
16:30:51,94.37,0.169
16:30:51,94.37,0.167
16:30:52,94.44,0.172
16:30:52,94.50,0.173
16:30:53,94.50,0.173
16:30:53,94.56,0.173
16:30:54,94.56,0.171
16:30:54,94.62,0.177
16:30:55,94.62,0.169
16:30:55,94.69,0.173
16:30:56,94.75,0.174
16:30:56,94.75,0.177
16:30:57,94.81,0.176
16:30:57,94.87,0.173
16:30:58,94.87,0.173
16:30:58,94.94,0.174
16:30:59,95.00,0.176
16:30:59,95.06,0.177
16:31:00,95.12,0.176
16:31:00,95.12,0.178
16:31:01,95.19,0.173
16:31:01,95.25,0.177
16:31:02,95.31,0.180
16:31:02,95.31,0.178
16:31:03,95.37,0.176
16:31:03,95.44,0.180
16:31:04,95.44,0.182
16:31:04,95.50,0.181
16:31:05,95.56,0.179
16:31:05,95.56,0.179
16:31:06,95.62,0.180
16:31:06,95.69,0.181
16:31:07,95.75,0.179
16:31:07,95.81,0.182
16:31:08,95.87,0.182
16:31:08,95.94,0.183
16:31:09,95.94,0.186
16:31:09,96.00,0.185
16:31:10,96.06,0.185
16:31:10,96.12,0.184
16:31:11,96.19,0.184
16:31:11,96.25,0.185
16:31:12,96.31,0.188
16:31:12,96.37,0.186
16:31:13,96.44,0.185
16:31:13,96.50,0.186
16:31:14,96.56,0.183
16:31:14,96.62,0.186
16:31:15,96.69,0.185
16:31:15,96.75,0.187
16:31:16,96.81,0.187
16:31:16,96.81,0.189
16:31:17,96.87,0.188
16:31:17,96.87,0.188
16:31:18,96.94,0.189
16:31:18,97.00,0.190
16:31:19,97.06,0.190
16:31:19,97.06,0.189
16:31:20,97.12,0.194
16:31:20,97.12,0.193
16:31:21,97.19,0.192
16:31:21,97.25,0.191
16:31:22,97.31,0.191
16:31:22,97.37,0.193
16:31:23,97.44,0.192
16:31:23,97.50,0.192
16:31:24,97.50,0.194
16:31:24,97.56,0.193
16:31:25,97.62,0.192
16:31:25,97.69,0.194
16:31:26,97.69,0.196
16:31:26,97.75,0.194
16:31:27,97.81,0.192
16:31:27,97.87,0.195
16:31:28,97.87,0.196
16:31:28,97.94,0.195
16:31:29,98.00,0.199
16:31:29,98.06,0.196
16:31:30,98.12,0.198
16:31:30,98.19,0.196
16:31:31,98.25,0.198
16:31:31,98.31,0.201
16:31:32,98.37,0.198
16:31:32,98.37,0.199
16:31:33,98.44,0.198
16:31:33,98.50,0.200
16:31:34,98.56,0.201
16:31:34,98.62,0.200
16:31:35,98.62,0.200
16:31:35,98.69,0.200
16:31:36,98.75,0.201
16:31:36,98.81,0.204
16:31:37,98.81,0.201
16:31:37,98.94,0.205
16:31:38,98.94,0.200
16:31:38,99.00,0.202
16:31:39,99.06,0.206
16:31:39,99.12,0.204
16:31:40,99.19,0.200
16:31:40,99.19,0.206
16:31:41,99.19,0.204
16:31:41,99.31,0.203
16:31:42,99.31,0.204
16:31:42,99.37,0.202
16:31:43,99.44,0.206
16:31:43,99.44,0.198
16:31:44,99.50,0.196
16:31:44,99.56,0.195
16:31:45,99.62,0.196
16:31:45,99.69,0.191
16:31:46,99.69,0.195
16:31:46,99.75,0.190
16:31:47,99.81,0.187
16:31:47,99.81,0.186
16:31:48,99.87,0.186
16:31:48,99.87,0.182
16:31:49,99.87,0.186
16:31:49,99.94,0.182
16:31:50,99.94,0.184
16:31:50,99.94,0.180
16:31:51,99.94,0.175
16:31:51,99.94,0.177
16:31:52,99.94,0.175
16:31:52,99.94,0.176
16:31:53,99.87,0.173
16:31:53,99.87,0.173
16:31:54,99.81,0.169
16:31:54,99.81,0.169
16:31:55,99.75,0.165
16:31:55,99.69,0.164
16:31:56,99.62,0.166
16:31:56,99.56,0.163
16:31:57,99.50,0.165
16:31:57,99.44,0.163
16:31:58,99.37,0.170
16:31:58,99.31,0.166
16:31:59,99.25,0.166
16:31:59,99.12,0.167
16:32:00,99.06,0.167
16:32:01,98.94,0.168
16:32:01,98.87,0.170
16:32:02,98.75,0.170
16:32:02,98.69,0.170
16:32:03,98.62,0.168
16:32:03,98.56,0.171
16:32:04,98.44,0.171
16:32:04,98.37,0.168
16:32:05,98.31,0.170
16:32:05,98.25,0.170
16:32:06,98.19,0.173
16:32:06,98.12,0.173
16:32:07,98.12,0.176
16:32:07,98.06,0.174
16:32:08,98.00,0.173
16:32:08,98.00,0.174
16:32:09,97.94,0.176
16:32:09,97.94,0.180
16:32:10,97.87,0.173
16:32:10,97.87,0.176
16:32:11,97.81,0.174
16:32:11,97.81,0.175
16:32:12,97.81,0.175
16:32:12,97.75,0.176
16:32:13,97.75,0.175
16:32:13,97.75,0.175
16:32:14,97.69,0.178
16:32:14,97.69,0.178
16:32:15,97.69,0.180
16:32:15,97.69,0.180
16:32:16,97.69,0.180
16:32:16,97.69,0.179
16:32:17,97.69,0.179
16:32:17,97.69,0.180
16:32:18,97.69,0.181
16:32:18,97.75,0.181
16:32:19,97.75,0.185
16:32:19,97.75,0.185
16:32:20,97.69,0.181
16:32:20,97.69,0.181
16:32:21,97.75,0.182
16:32:21,97.75,0.184
16:32:22,97.75,0.182
16:32:22,97.75,0.183
16:32:23,97.75,0.181
16:32:23,97.81,0.188
16:32:24,97.81,0.187
16:32:24,97.81,0.182
16:32:25,97.87,0.188
16:32:25,97.87,0.184
16:32:26,97.87,0.185
16:32:26,97.94,0.188
16:32:27,97.94,0.185
16:32:27,98.00,0.185
16:32:28,98.00,0.188
16:32:28,98.00,0.184
16:32:29,98.06,0.190
16:32:29,98.12,0.186
16:32:30,98.19,0.188
16:32:30,98.19,0.191
16:32:31,98.19,0.190
16:32:31,98.25,0.189
16:32:32,98.25,0.189
16:32:32,98.31,0.188
16:32:33,98.31,0.190
16:32:33,98.31,0.194
16:32:34,98.44,0.193
16:32:34,98.44,0.189
16:32:35,98.50,0.194
16:32:35,98.50,0.194
16:32:36,98.56,0.193
16:32:36,98.56,0.195
16:32:37,98.62,0.194
16:32:37,98.69,0.196
16:32:38,98.75,0.193
16:32:38,98.75,0.195
16:32:39,98.75,0.195
16:32:39,98.81,0.194
16:32:40,98.81,0.193
16:32:40,98.87,0.193
16:32:41,98.87,0.196
16:32:41,98.94,0.199
16:32:42,98.94,0.196
16:32:42,99.00,0.196
16:32:43,99.00,0.199
16:32:43,99.06,0.198
